@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
229,'2025/11/15 19:22:09:600',2,0.267706,0.257608,0.329829,0.310408,0.375066,0.414483,0.469327,0.437593,0.530955,0.300283,0.509674,0.338742,0.580923,0.374299,0.564749,0.395283,0.531786,0.269321,0.533183,0.275604,0.644445,0.293739,0.719466,0.307107,0.785471,0.240493,0.529113,0.223019,0.641249,0.221163,0.721448,0.221858,0.791424,0.216756,0.502861,0,0,0.188079,0.589279,0.172714,0.653872,0.401558,2
230,'2025/11/15 19:22:09:604',2,0.267197,0.256579,0.328845,0.310549,0.374762,0.414826,0.470843,0.437347,0.532928,0.299343,0.509625,0.338293,0.580761,0.373471,0.56493,0.393611,0.531606,0.268442,0.533817,0.275328,0.645572,0.292766,0.720036,0.305272,0.78534,0.239751,0.530554,0.222673,0.642866,0.220888,0.723433,0.221444,0.792955,0.2159,0.504766,0,0,0.188098,0.592397,0.172986,0.65696,0.402315,2
231,'2025/11/15 19:22:09:647',2,0.265923,0.25642,0.32752,0.31171,0.373545,0.412739,0.466382,0.435617,0.527341,0.29983,0.506582,0.338881,0.575384,0.373937,0.557599,0.394232,0.523922,0.269222,0.532131,0.277283,0.642335,0.295208,0.717683,0.308678,0.784236,0.239894,0.529655,0.223703,0.641666,0.22196,0.722457,0.222587,0.79231,0.215301,0.504759,0,0,0.187559,0.593891,0.172273,0.658341,0.400622,2
232,'2025/11/15 19:22:09:670',2,0.263956,0.255002,0.32708,0.309522,0.373367,0.412061,0.462868,0.430029,0.524934,0.299008,0.505443,0.337094,0.573062,0.37124,0.552202,0.390477,0.516399,0.267837,0.531188,0.276888,0.639155,0.296952,0.712809,0.312379,0.778169,0.238072,0.529314,0.222607,0.641101,0.221909,0.721286,0.223807,0.790257,0.214148,0.505104,0,0,0.187215,0.59346,0.172646,0.657814,0.398065,2
233,'2025/11/15 19:22:09:723',2,0.265173,0.252218,0.326937,0.307203,0.371372,0.407548,0.464556,0.422728,0.528361,0.296663,0.502884,0.33092,0.570881,0.364787,0.552535,0.384575,0.519975,0.26597,0.528445,0.275049,0.634523,0.29569,0.70752,0.312188,0.773114,0.236154,0.527774,0.22146,0.638384,0.220944,0.718309,0.223313,0.787036,0.211621,0.504401,0,0,0.185292,0.59235,0.17067,0.656344,0.397471,2
234,'2025/11/15 19:22:09:732',2,0.261632,0.253792,0.324015,0.308499,0.368915,0.405019,0.461918,0.418503,0.525996,0.294709,0.502924,0.326453,0.569679,0.357551,0.550952,0.376156,0.516805,0.263473,0.528111,0.273561,0.633771,0.293864,0.707278,0.310587,0.773596,0.23343,0.527021,0.219319,0.639302,0.218971,0.718439,0.221648,0.785981,0.208952,0.502637,0,0,0.182314,0.59067,0.16794,0.65472,0.395192,2
235,'2025/11/15 19:22:09:778',2,0.259269,0.253654,0.322058,0.309467,0.365759,0.402045,0.461049,0.414795,0.524446,0.289619,0.503672,0.320271,0.569607,0.350565,0.55049,0.367368,0.516314,0.26017,0.527717,0.271157,0.632595,0.292533,0.707039,0.309174,0.773496,0.231003,0.526628,0.217723,0.638724,0.217875,0.718195,0.220184,0.7855,0.207455,0.502906,0,0,0.180771,0.590706,0.166866,0.655019,0.395623,2
236,'2025/11/15 19:22:09:836',2,0.259177,0.253912,0.321379,0.308483,0.364378,0.398763,0.463665,0.412197,0.526495,0.289721,0.504738,0.317983,0.570908,0.346902,0.551396,0.362558,0.516508,0.259527,0.527909,0.269733,0.633063,0.290616,0.707011,0.306801,0.77342,0.230048,0.525952,0.215799,0.63792,0.215766,0.717586,0.218266,0.785211,0.206122,0.500983,0,0,0.179384,0.588767,0.165607,0.653168,0.396675,2
237,'2025/11/15 19:22:09:841',2,0.257212,0.25589,0.319172,0.310509,0.3624,0.396913,0.465534,0.411497,0.528674,0.287749,0.505974,0.314549,0.572712,0.34343,0.554189,0.360392,0.519857,0.257591,0.529,0.267599,0.634354,0.287825,0.707327,0.303858,0.772389,0.228349,0.527603,0.21395,0.638826,0.213463,0.71787,0.215684,0.784908,0.204684,0.502624,0,0,0.178188,0.589899,0.163774,0.653247,0.398181,2
238,'2025/11/15 19:22:09:888',2,0.255214,0.256154,0.316693,0.310586,0.360946,0.397624,0.465755,0.412187,0.529347,0.287182,0.506571,0.315373,0.575448,0.344318,0.553331,0.360255,0.516955,0.256797,0.529335,0.26665,0.635238,0.28636,0.708208,0.301569,0.774681,0.227475,0.526891,0.212349,0.637808,0.211568,0.717161,0.213165,0.784971,0.203549,0.501997,0,0,0.176354,0.588827,0.161922,0.652963,0.398407,2
239,'2025/11/15 19:22:09:896',2,0.254483,0.255993,0.316586,0.309675,0.361705,0.397268,0.466491,0.412386,0.530321,0.284933,0.506795,0.315409,0.577242,0.34686,0.558139,0.36544,0.523243,0.254467,0.529927,0.263979,0.636576,0.28347,0.710137,0.298919,0.775665,0.225585,0.528369,0.211201,0.639566,0.210316,0.719013,0.21222,0.786569,0.201971,0.504414,0,0,0.175453,0.590877,0.160819,0.654436,0.398445,2
240,'2025/11/15 19:22:09:956',2,0.254679,0.256677,0.315904,0.311731,0.360644,0.397331,0.466024,0.411867,0.530825,0.284405,0.507608,0.315158,0.577932,0.347388,0.558164,0.365954,0.522168,0.254266,0.531009,0.263405,0.637765,0.282607,0.711328,0.297627,0.777519,0.225214,0.528728,0.210286,0.640039,0.209276,0.720072,0.210817,0.788223,0.201587,0.504179,0,0,0.176032,0.591122,0.161438,0.655355,0.399353,2
241,'2025/11/15 19:22:09:965',2,0.257138,0.259076,0.317282,0.315188,0.361204,0.398076,0.466956,0.413126,0.53137,0.283482,0.510067,0.314094,0.579417,0.347641,0.560834,0.368198,0.526621,0.254105,0.532932,0.262714,0.638847,0.282091,0.712893,0.29746,0.779179,0.225704,0.52991,0.210081,0.640509,0.208754,0.72074,0.210483,0.789207,0.20245,0.504428,0,0,0.176409,0.591696,0.161452,0.656082,0.401238,2
242,'2025/11/15 19:22:10:012',2,0.256147,0.25846,0.317007,0.314204,0.361546,0.398623,0.466336,0.414287,0.529348,0.28409,0.50944,0.315697,0.577868,0.348706,0.558,0.368594,0.522741,0.254408,0.53257,0.263383,0.638554,0.282929,0.712732,0.298241,0.778831,0.225803,0.529053,0.210078,0.640765,0.20876,0.721063,0.210286,0.789521,0.202554,0.503021,0,0,0.176999,0.590657,0.162168,0.654917,0.400793,2
243,'2025/11/15 19:22:10:062',2,0.257102,0.257444,0.317184,0.313992,0.361564,0.398694,0.464943,0.414366,0.528105,0.283594,0.508886,0.315583,0.576266,0.350141,0.555031,0.371164,0.518926,0.255275,0.531677,0.2643,0.638347,0.285361,0.712028,0.301984,0.777176,0.227265,0.527345,0.211425,0.640394,0.211139,0.721556,0.213484,0.790515,0.204349,0.499568,0,0,0.177272,0.587944,0.162013,0.653581,0.400289,2
244,'2025/11/15 19:22:10:067',2,0.258444,0.257717,0.317775,0.314902,0.361351,0.398173,0.463708,0.415737,0.526613,0.283119,0.509449,0.313968,0.577859,0.350056,0.556879,0.37276,0.521192,0.254725,0.531802,0.262868,0.636327,0.288076,0.708416,0.310128,0.772176,0.226189,0.526762,0.211486,0.639795,0.213851,0.719858,0.219664,0.788083,0.203421,0.498892,0,0,0.177172,0.585897,0.162864,0.650786,0.400579,2
245,'2025/11/15 19:22:10:108',2,0.257293,0.255378,0.318078,0.31293,0.361927,0.398889,0.463587,0.417574,0.526503,0.283711,0.509899,0.311176,0.575815,0.348205,0.554712,0.373399,0.519625,0.255333,0.531861,0.261424,0.634883,0.288026,0.705162,0.311847,0.767832,0.227012,0.526876,0.211155,0.639402,0.214523,0.719366,0.221578,0.788034,0.204794,0.498518,0,0,0.177432,0.585093,0.162729,0.649741,0.4,2
246,'2025/11/15 19:22:10:134',2,0.25999,0.256529,0.320101,0.313962,0.362451,0.399335,0.465218,0.420134,0.527512,0.282617,0.511798,0.308693,0.578882,0.347482,0.557273,0.374132,0.52263,0.254777,0.532904,0.261282,0.635366,0.289602,0.703874,0.315245,0.764138,0.226966,0.527826,0.21134,0.64095,0.215439,0.719986,0.223484,0.787375,0.204958,0.499213,0,0,0.177776,0.58536,0.163627,0.650104,0.401215,2
247,'2025/11/15 19:22:10:194',2,0.259335,0.255903,0.318972,0.313966,0.362662,0.400557,0.465641,0.424249,0.527427,0.282667,0.512229,0.311026,0.575036,0.349635,0.542104,0.373728,0.499409,0.254626,0.533459,0.259311,0.63402,0.289208,0.700866,0.316369,0.758785,0.226148,0.527096,0.209272,0.639629,0.21471,0.717917,0.224078,0.785136,0.203927,0.497894,0,0,0.177207,0.584667,0.163518,0.649264,0.402938,2
248,'2025/11/15 19:22:10:200',2,0.258523,0.255705,0.318252,0.31565,0.361028,0.400872,0.466626,0.425585,0.527828,0.28444,0.511966,0.311827,0.576907,0.348929,0.540023,0.371352,0.494289,0.255676,0.533417,0.257742,0.634756,0.287885,0.698924,0.315926,0.754319,0.226442,0.526902,0.209287,0.639028,0.216303,0.716011,0.227704,0.782113,0.203573,0.498011,0,0,0.177848,0.584279,0.164121,0.648779,0.40387,2
249,'2025/11/15 19:22:10:249',2,0.258205,0.256814,0.317705,0.316301,0.360493,0.401646,0.464399,0.428324,0.524962,0.281605,0.513957,0.308728,0.57796,0.347127,0.537535,0.371125,0.490396,0.254054,0.53315,0.256958,0.635066,0.28778,0.699141,0.316776,0.753638,0.225826,0.525952,0.209786,0.639509,0.217623,0.716968,0.229442,0.783247,0.204431,0.497015,0,0,0.178395,0.583358,0.164818,0.648284,0.403768,2
250,'2025/11/15 19:22:10:269',2,0.25919,0.260957,0.318012,0.321786,0.361313,0.402138,0.468853,0.428501,0.528972,0.279385,0.51551,0.308128,0.577626,0.346715,0.536931,0.370942,0.489611,0.252247,0.533812,0.256695,0.637459,0.28914,0.699251,0.320484,0.749546,0.224561,0.526165,0.20955,0.640403,0.219242,0.717729,0.23331,0.782803,0.204143,0.496221,0,0,0.179272,0.583815,0.166156,0.64999,0.408322,2
251,'2025/11/15 19:22:10:322',2,0.25792,0.262857,0.317367,0.322764,0.360907,0.400873,0.469456,0.425513,0.528357,0.282435,0.518827,0.30927,0.579324,0.345413,0.536077,0.367512,0.486202,0.254956,0.536703,0.257376,0.638018,0.290754,0.698824,0.322719,0.746673,0.226735,0.528339,0.213034,0.641036,0.225241,0.71682,0.240488,0.780445,0.205795,0.498587,0,0,0.182085,0.585032,0.169104,0.652596,0.410043,2
252,'2025/11/15 19:22:10:331',2,0.256055,0.26138,0.315801,0.321445,0.359216,0.398201,0.465341,0.418753,0.525643,0.279499,0.520611,0.30811,0.583621,0.344953,0.540599,0.367125,0.490289,0.253908,0.537846,0.258727,0.640554,0.293545,0.702108,0.3263,0.750078,0.227043,0.528609,0.214104,0.643639,0.227004,0.720389,0.243074,0.784036,0.207739,0.497105,0,0,0.184184,0.583987,0.172269,0.652495,0.407403,2
253,'2025/11/15 19:22:10:380',2,0.25773,0.257817,0.317252,0.321182,0.35959,0.397223,0.462024,0.415281,0.520442,0.279854,0.520166,0.310691,0.583279,0.347452,0.541779,0.368418,0.492328,0.255659,0.537082,0.260649,0.63995,0.29388,0.704171,0.32498,0.755963,0.229464,0.527254,0.216718,0.641801,0.228188,0.719559,0.242818,0.784813,0.210361,0.495531,0,0,0.186804,0.582977,0.174952,0.652235,0.406066,2
254,'2025/11/15 19:22:10:433',2,0.256533,0.255908,0.316314,0.318732,0.358825,0.396622,0.45832,0.412162,0.517612,0.282887,0.517162,0.316575,0.581267,0.351737,0.540212,0.370247,0.489433,0.25824,0.535854,0.263037,0.641762,0.295744,0.707353,0.325998,0.760022,0.231925,0.526397,0.219573,0.641248,0.230914,0.719038,0.24511,0.784265,0.212575,0.495591,0,0,0.190171,0.583655,0.178736,0.65237,0.403163,2
255,'2025/11/15 19:22:10:437',2,0.255154,0.255316,0.314714,0.315545,0.358401,0.395169,0.456785,0.408054,0.517405,0.288046,0.516691,0.320817,0.581667,0.353566,0.539398,0.369477,0.488442,0.262293,0.535643,0.267478,0.641552,0.29816,0.708592,0.325071,0.763872,0.235275,0.525964,0.224512,0.640837,0.234088,0.718929,0.245383,0.785,0.215264,0.495337,0,0,0.194043,0.584456,0.182737,0.652817,0.400456,2
256,'2025/11/15 19:22:10:484',2,0.254272,0.253888,0.315081,0.309896,0.356528,0.391271,0.450261,0.401414,0.50636,0.293921,0.512645,0.327235,0.576133,0.354876,0.535623,0.366218,0.484181,0.266577,0.532637,0.275296,0.641896,0.30198,0.712154,0.324826,0.771304,0.238215,0.524831,0.230877,0.639336,0.240421,0.71683,0.251125,0.782455,0.216095,0.494733,0,0,0.197622,0.584694,0.187326,0.652062,0.394391,2
257,'2025/11/15 19:22:10:494',2,0.252998,0.252075,0.316134,0.304069,0.358342,0.392177,0.448549,0.398441,0.501548,0.297422,0.511032,0.330265,0.574982,0.356106,0.5325,0.366171,0.479954,0.268833,0.531986,0.278856,0.640354,0.302394,0.711452,0.321955,0.773786,0.239329,0.524961,0.2353,0.636394,0.244551,0.712641,0.254113,0.777502,0.215251,0.496851,0,0,0.200816,0.586925,0.191069,0.654014,0.391636,2
258,'2025/11/15 19:22:10:556',2,0.255092,0.254305,0.316397,0.307843,0.359307,0.393648,0.448544,0.396724,0.50233,0.297927,0.511283,0.329813,0.57392,0.353857,0.530902,0.361604,0.477542,0.270091,0.53091,0.281759,0.640539,0.304,0.7119,0.322329,0.774934,0.24103,0.523393,0.238984,0.63638,0.247791,0.713143,0.256579,0.778128,0.21646,0.49426,0,0,0.203489,0.585017,0.194271,0.652705,0.39161,2
259,'2025/11/15 19:22:10:565',2,0.253863,0.251646,0.317393,0.303645,0.360994,0.39576,0.448808,0.390322,0.49837,0.300171,0.510352,0.329088,0.57221,0.350327,0.528929,0.356778,0.474062,0.272112,0.529992,0.28399,0.637546,0.306307,0.709698,0.325256,0.77377,0.242919,0.522837,0.2417,0.634914,0.250769,0.71182,0.25969,0.777025,0.218773,0.494799,0,0,0.207578,0.585058,0.197924,0.652821,0.390119,2
260,'2025/11/15 19:22:10:612',2,0.253749,0.253225,0.317327,0.302688,0.362647,0.397836,0.447955,0.387764,0.492822,0.30223,0.513092,0.330697,0.573855,0.34965,0.527728,0.353748,0.471394,0.273864,0.532727,0.287274,0.639376,0.30779,0.710528,0.324062,0.774192,0.244405,0.525976,0.245209,0.636716,0.254708,0.711336,0.26312,0.774457,0.218957,0.498543,0,0,0.208764,0.588409,0.199928,0.654427,0.389069,2
261,'2025/11/15 19:22:10:665',2,0.253851,0.253909,0.318193,0.302683,0.36416,0.398288,0.449004,0.380635,0.489419,0.304081,0.515439,0.331947,0.575029,0.348973,0.525979,0.352293,0.468241,0.275096,0.534874,0.288679,0.640764,0.3089,0.709841,0.326284,0.773619,0.245267,0.526963,0.247041,0.636776,0.256018,0.710792,0.264846,0.77377,0.219484,0.498264,0,0,0.210862,0.588719,0.201954,0.655024,0.388698,2
262,'2025/11/15 19:22:10:671',2,0.253424,0.253792,0.318043,0.301358,0.364497,0.39848,0.452535,0.376232,0.487257,0.306241,0.514942,0.333682,0.575665,0.350131,0.527312,0.353261,0.469849,0.276909,0.534241,0.289469,0.640262,0.30857,0.709772,0.325131,0.773946,0.246979,0.526523,0.248139,0.635629,0.256605,0.709649,0.265202,0.77256,0.220567,0.498439,0,0,0.212253,0.588733,0.203199,0.654434,0.389864,2
263,'2025/11/15 19:22:10:731',2,0.253527,0.253164,0.319528,0.300025,0.366332,0.39968,0.453223,0.375107,0.488224,0.307861,0.515258,0.334418,0.576627,0.349105,0.529565,0.351138,0.47261,0.27802,0.534654,0.291362,0.641113,0.309574,0.710418,0.325553,0.774704,0.247839,0.52698,0.249849,0.637126,0.257802,0.711158,0.265666,0.774541,0.22111,0.498225,0,0,0.21302,0.58803,0.203317,0.653146,0.389164,2
264,'2025/11/15 19:22:10:736',2,0.253507,0.25431,0.319361,0.301503,0.365679,0.398984,0.453575,0.374997,0.487919,0.307381,0.515525,0.334935,0.575142,0.350516,0.527837,0.353332,0.470458,0.277532,0.535847,0.291494,0.642895,0.309384,0.712501,0.324582,0.775938,0.24757,0.528929,0.249473,0.63942,0.256816,0.71278,0.264476,0.77488,0.221021,0.501028,0,0,0.212218,0.591228,0.202625,0.655832,0.39047,2
265,'2025/11/15 19:22:10:765',2,0.25442,0.253993,0.32035,0.301871,0.366162,0.399121,0.455181,0.374816,0.486912,0.307832,0.515805,0.334634,0.575042,0.349853,0.52623,0.352375,0.468163,0.277865,0.535648,0.290915,0.643469,0.308923,0.713537,0.323821,0.778255,0.247626,0.527795,0.249244,0.638933,0.256173,0.712593,0.263178,0.775785,0.221017,0.499127,0,0,0.212047,0.589235,0.202362,0.654138,0.391617,2
266,'2025/11/15 19:22:10:806',2,0.254877,0.254629,0.32046,0.300695,0.366258,0.399185,0.456527,0.373587,0.485969,0.308172,0.515702,0.334411,0.573451,0.350546,0.526044,0.354274,0.468832,0.27793,0.535266,0.290416,0.643147,0.30749,0.713635,0.32191,0.778186,0.247351,0.527548,0.248505,0.638246,0.255318,0.71249,0.262077,0.776382,0.220636,0.499187,0,0,0.211885,0.58868,0.202002,0.653216,0.392075,2
267,'2025/11/15 19:22:10:858',2,0.252359,0.252191,0.31868,0.298121,0.365328,0.398213,0.456359,0.373068,0.4867,0.309627,0.514401,0.336123,0.572863,0.350659,0.526083,0.352853,0.469716,0.278688,0.534618,0.29168,0.642344,0.307944,0.712441,0.321827,0.777728,0.247282,0.527655,0.249133,0.63814,0.255649,0.711888,0.261992,0.775718,0.219373,0.499511,0,0,0.211372,0.58883,0.201874,0.65244,0.390498,2
268,'2025/11/15 19:22:10:866',2,0.253998,0.250408,0.320148,0.298125,0.366985,0.399094,0.455943,0.372098,0.486414,0.308093,0.515392,0.334596,0.57579,0.349247,0.529027,0.352238,0.473164,0.277507,0.534291,0.290933,0.642293,0.308069,0.712467,0.322741,0.777689,0.24668,0.526217,0.249422,0.637132,0.256632,0.711199,0.263436,0.775758,0.21934,0.497182,0,0,0.211122,0.587143,0.201971,0.651576,0.390735,2
269,'2025/11/15 19:22:10:906',2,0.252196,0.250058,0.318697,0.296833,0.366493,0.399266,0.454823,0.37353,0.484865,0.308696,0.5148,0.335019,0.574271,0.351442,0.526557,0.355605,0.469597,0.277909,0.534291,0.291131,0.64142,0.308642,0.710756,0.323454,0.775729,0.246813,0.526548,0.249434,0.636159,0.256618,0.709266,0.263699,0.773295,0.219124,0.49811,0,0,0.211589,0.587958,0.202488,0.651427,0.38989,2
270,'2025/11/15 19:22:10:932',2,0.251589,0.250425,0.318086,0.299875,0.363832,0.396928,0.452285,0.377515,0.487215,0.308071,0.512163,0.335084,0.572095,0.350393,0.525187,0.35344,0.468086,0.277899,0.531547,0.291198,0.641232,0.307961,0.710949,0.322148,0.776206,0.247703,0.523634,0.249994,0.634905,0.257754,0.709874,0.264953,0.77517,0.220751,0.494989,0,0,0.212494,0.585796,0.20335,0.65078,0.38958,2
271,'2025/11/15 19:22:10:988',2,0.252259,0.249689,0.317503,0.298467,0.363712,0.396987,0.45064,0.378621,0.488158,0.307143,0.511436,0.334827,0.572829,0.350572,0.52533,0.353155,0.468983,0.277277,0.531392,0.29155,0.640329,0.308597,0.710523,0.322385,0.776225,0.246842,0.524601,0.250247,0.634724,0.258357,0.708883,0.265249,0.773819,0.219392,0.49689,0,0,0.211742,0.587157,0.203259,0.651387,0.388204,2
272,'2025/11/15 19:22:10:997',2,0.252627,0.248124,0.317272,0.299753,0.361875,0.393961,0.4478,0.383015,0.492091,0.306439,0.510607,0.33394,0.572197,0.349576,0.526487,0.352499,0.470637,0.277035,0.530841,0.291246,0.6402,0.308214,0.71024,0.32189,0.775105,0.24686,0.524174,0.249529,0.634503,0.257236,0.70869,0.26405,0.772998,0.219557,0.496002,0,0,0.210917,0.585998,0.20226,0.650079,0.386947,2
273,'2025/11/15 19:22:11:047',2,0.253038,0.250103,0.317315,0.300947,0.361831,0.394808,0.449255,0.384229,0.492004,0.304102,0.511167,0.332197,0.571209,0.349757,0.524484,0.354541,0.468865,0.275147,0.530568,0.288948,0.640381,0.306954,0.710772,0.321878,0.776423,0.245345,0.52322,0.247601,0.63439,0.256121,0.708704,0.26364,0.773511,0.218811,0.494258,0,0,0.20937,0.584148,0.20057,0.649057,0.388641,2
274,'2025/11/15 19:22:11:100',2,0.250814,0.248037,0.315187,0.29978,0.35989,0.393747,0.446145,0.3918,0.496286,0.302266,0.508576,0.331775,0.569247,0.35059,0.523106,0.35546,0.468137,0.273943,0.52893,0.287663,0.638402,0.305469,0.710004,0.319662,0.775722,0.244308,0.522553,0.247083,0.633801,0.256393,0.708819,0.263794,0.774454,0.217761,0.494777,0,0,0.208087,0.584849,0.19942,0.650287,0.386974,2
275,'2025/11/15 19:22:11:104',2,0.251396,0.248658,0.316024,0.302717,0.35881,0.391674,0.447473,0.397574,0.498507,0.301805,0.508246,0.332177,0.568695,0.353768,0.521549,0.361523,0.467392,0.273491,0.528335,0.285253,0.637918,0.304023,0.710242,0.318589,0.775843,0.243946,0.521659,0.245362,0.634318,0.254858,0.708675,0.26271,0.773225,0.218441,0.493843,0,0,0.20717,0.583419,0.198212,0.649018,0.390927,2
276,'2025/11/15 19:22:11:148',2,0.252375,0.248343,0.315988,0.303528,0.356625,0.387799,0.44903,0.401371,0.499221,0.299588,0.509265,0.330655,0.569948,0.354439,0.526991,0.36382,0.475082,0.27199,0.529234,0.283328,0.638236,0.30249,0.710943,0.317246,0.775975,0.243235,0.522318,0.243262,0.634245,0.252855,0.70897,0.260988,0.773677,0.218412,0.494394,0,0,0.205499,0.582648,0.19667,0.647673,0.3932,2
277,'2025/11/15 19:22:11:172',2,0.253218,0.248061,0.316573,0.305165,0.357583,0.389127,0.448352,0.402348,0.500311,0.298858,0.509764,0.330786,0.569927,0.354737,0.526274,0.363498,0.472878,0.271033,0.528852,0.283897,0.638867,0.304325,0.711239,0.320009,0.774755,0.241958,0.52085,0.242187,0.633986,0.25201,0.710213,0.260396,0.775414,0.217632,0.491377,0,0,0.205344,0.581251,0.195886,0.648138,0.393634,2
278,'2025/11/15 19:22:11:237',2,0.25203,0.24626,0.316094,0.303673,0.358465,0.390809,0.450309,0.401735,0.502535,0.29835,0.508994,0.329662,0.570347,0.354643,0.524825,0.364373,0.470473,0.26985,0.527852,0.281606,0.636971,0.302775,0.710037,0.319666,0.775558,0.240412,0.519093,0.23972,0.632266,0.24941,0.709056,0.2581,0.775343,0.215533,0.488694,0,0,0.202942,0.578355,0.194157,0.644921,0.393474,2
279,'2025/11/15 19:22:11:242',2,0.252568,0.247342,0.315791,0.307439,0.357632,0.391946,0.453587,0.406512,0.511085,0.295693,0.508744,0.330903,0.571809,0.357658,0.531159,0.369605,0.48076,0.267582,0.528217,0.279047,0.637746,0.302431,0.709304,0.32212,0.772102,0.238159,0.519471,0.236365,0.633148,0.247365,0.709634,0.258811,0.775074,0.213985,0.489676,0,0,0.200241,0.578984,0.190994,0.645789,0.396798,2
280,'2025/11/15 19:22:11:297',2,0.250822,0.245579,0.314613,0.306593,0.357789,0.394116,0.455132,0.413309,0.512504,0.291602,0.509198,0.328501,0.57475,0.358978,0.535884,0.37349,0.487577,0.264852,0.528632,0.275914,0.636773,0.300134,0.708138,0.320736,0.77031,0.236745,0.519691,0.233748,0.632461,0.244785,0.709469,0.256686,0.774992,0.213778,0.490087,0,0,0.198158,0.579064,0.1881,0.646023,0.3972,2
281,'2025/11/15 19:22:11:302',2,0.250794,0.24365,0.313302,0.308827,0.356204,0.393033,0.458982,0.419228,0.515727,0.289247,0.507652,0.325481,0.577562,0.359186,0.546708,0.378196,0.505076,0.262858,0.526664,0.272935,0.63686,0.297234,0.708481,0.318442,0.77088,0.235748,0.517859,0.232359,0.632097,0.243011,0.710739,0.255209,0.77739,0.212722,0.488496,0,0,0.196939,0.57858,0.186596,0.645573,0.400322,2
282,'2025/11/15 19:22:11:347',2,0.25145,0.240779,0.311417,0.305386,0.355938,0.394301,0.460795,0.422911,0.518767,0.284962,0.50861,0.321764,0.580278,0.360515,0.559022,0.386519,0.525739,0.25912,0.526454,0.268545,0.637902,0.292847,0.710968,0.315333,0.772604,0.233259,0.516974,0.228282,0.631727,0.238939,0.710356,0.252698,0.776571,0.211654,0.487335,0,0,0.19587,0.577573,0.185199,0.644501,0.398942,2
283,'2025/11/15 19:22:11:369',2,0.252461,0.240996,0.313424,0.307748,0.355787,0.394789,0.462333,0.42335,0.519787,0.284018,0.510385,0.319505,0.58349,0.360607,0.563937,0.390377,0.532058,0.258657,0.526948,0.266861,0.637584,0.290049,0.711623,0.312267,0.774606,0.233223,0.516643,0.226994,0.629317,0.237348,0.709091,0.251525,0.776464,0.211917,0.486816,0,0,0.19439,0.57628,0.183405,0.643217,0.400726,2
284,'2025/11/15 19:22:11:422',2,0.251451,0.244848,0.311301,0.312971,0.353519,0.393425,0.463772,0.422292,0.521367,0.281801,0.512265,0.315631,0.58385,0.357774,0.565349,0.390333,0.53437,0.256886,0.528094,0.263477,0.638205,0.28672,0.71209,0.309371,0.774252,0.231895,0.517996,0.225587,0.631052,0.235498,0.710891,0.249439,0.777551,0.211139,0.488892,0,0,0.19335,0.578907,0.182037,0.646062,0.403064,2
285,'2025/11/15 19:22:11:430',2,0.251361,0.243356,0.310379,0.31162,0.352698,0.392457,0.463462,0.420978,0.522899,0.280371,0.513068,0.315577,0.585676,0.357581,0.567734,0.389259,0.535868,0.255621,0.528432,0.262736,0.639373,0.287094,0.713458,0.310545,0.774883,0.230845,0.517208,0.22403,0.63215,0.234664,0.712315,0.249482,0.778985,0.210797,0.486483,0,0,0.192449,0.576336,0.18126,0.644625,0.402439,2
